frame_index,shape,color_mask,cx,cy,area
453,triangle,blue,865,562,20802
453,pentagon,magenta,1107,488,36385
453,quadrilateral,bright_green,1278,637,27022
454,quadrilateral,red,1535,705,29951
454,circle,yellow,1280,398,32135
454,triangle,blue,861,580,20861
454,pentagon,magenta,1093,466,36328
454,quadrilateral,bright_green,1280,675,26914
455,quadrilateral,red,1531,688,29952
455,circle,yellow,1321,393,32971
455,triangle,blue,857,597,20902
455,pentagon,magenta,1078,446,36470
455,quadrilateral,bright_green,1281,713,26987
456,quadrilateral,red,1526,672,30090
456,circle,yellow,1363,385,32984
456,triangle,blue,853,615,20962
456,pentagon,magenta,1060,426,36558
456,quadrilateral,bright_green,1282,751,27118
457,quadrilateral,red,1523,655,29982
457,circle,yellow,1395,370,33010
457,triangle,blue,848,633,21020
457,pentagon,magenta,1043,405,36215
457,quadrilateral,bright_green,1280,789,26890
458,quadrilateral,red,1518,639,30040
458,circle,yellow,1421,350,33013
458,triangle,blue,842,651,21075
458,pentagon,magenta,1023,385,36215
458,quadrilateral,bright_green,1279,826,26913
459,quadrilateral,red,1515,622,29935
459,circle,yellow,1444,329,33020
459,triangle,blue,837,668,20702
459,pentagon,magenta,1001,366,36340
459,quadrilateral,bright_green,1278,865,26754
460,quadrilateral,red,1513,605,29897
460,circle,yellow,1457,305,33003
460,triangle,blue,831,686,20722
460,pentagon,magenta,977,348,36532
460,quadrilateral,bright_green,1285,875,26948
461,quadrilateral,red,1511,588,30017
461,circle,yellow,1460,281,33027
461,triangle,blue,823,703,20810
461,pentagon,magenta,950,330,36494
461,quadrilateral,bright_green,1296,838,26994
462,quadrilateral,red,1509,571,29842
462,circle,yellow,1457,256,32995
462,triangle,blue,814,721,20877
462,pentagon,magenta,919,316,36544
462,quadrilateral,bright_green,1308,801,27007
463,quadrilateral,red,1505,554,29989
463,circle,yellow,1449,231,33000
463,triangle,blue,804,739,21008
463,pentagon,magenta,884,303,36194
463,quadrilateral,bright_green,1321,763,27015
464,quadrilateral,red,1497,538,30038
464,circle,yellow,1437,208,33045
464,triangle,blue,793,756,20741
464,pentagon,magenta,846,294,36412
464,quadrilateral,bright_green,1333,725,26768
465,quadrilateral,red,1490,520,29876
465,circle,yellow,1421,184,33009
465,triangle,blue,778,773,21074
465,pentagon,magenta,805,290,36385
465,quadrilateral,bright_green,1345,689,27024
466,polygon,red,1483,502,28805
466,circle,yellow,1404,162,33050
466,triangle,blue,760,788,20791
466,pentagon,magenta,764,288,36546
466,quadrilateral,bright_green,1356,651,26951
467,polygon,red,1474,480,26765
467,circle,yellow,1384,139,33031
467,triangle,blue,739,802,20741
467,pentagon,magenta,723,288,36581
467,quadrilateral,bright_green,1367,613,26921
468,polygon,red,1467,455,23840
468,circle,yellow,1362,118,33051
468,triangle,blue,713,812,20790
468,pentagon,magenta,681,290,36415
468,quadrilateral,bright_green,1377,575,26719
469,polygon,red,1455,426,19291
469,circle,yellow,1336,99,32768
469,triangle,blue,689,805,21075
469,pentagon,magenta,640,296,36493
469,quadrilateral,bright_green,1387,539,26811
470,pentagon,red,1436,386,13785
470,circle,yellow,1305,86,30907
470,triangle,blue,680,787,21028
470,pentagon,magenta,603,306,36580
470,quadrilateral,bright_green,1398,501,26928
471,quadrilateral,red,1415,356,9902
471,circle,yellow,1270,77,28791
471,triangle,blue,684,768,20784
471,pentagon,magenta,568,320,36605
471,quadrilateral,bright_green,1408,463,26847
472,quadrilateral,red,1399,503,3398
472,pentagon,red,1398,330,6638
472,circle,yellow,1232,70,26608
472,triangle,blue,689,749,20928
472,pentagon,magenta,534,334,36506
472,quadrilateral,bright_green,1419,425,26783
473,quadrilateral,red,1383,477,6747
473,pentagon,red,1358,325,5553
473,circle,yellow,1194,63,24293
473,triangle,blue,694,731,21031
473,pentagon,magenta,501,348,36404
473,quadrilateral,bright_green,1429,387,26597
474,polygon,red,1346,408,16348
474,circle,yellow,1156,58,22332
474,triangle,blue,702,712,20776
474,pentagon,magenta,468,364,36511
474,quadrilateral,bright_green,1438,351,26771
475,polygon,red,1333,384,21407
475,circle,yellow,1112,59,22758
475,triangle,blue,711,694,20783
475,pentagon,magenta,436,380,36530
475,quadrilateral,bright_green,1448,312,26870
476,polygon,red,1319,362,25525
476,circle,yellow,1068,61,23339
476,triangle,blue,723,676,20793
476,pentagon,magenta,404,396,36596
476,quadrilateral,bright_green,1458,275,26821
477,polygon,red,1304,343,28229
477,circle,yellow,1028,66,25186
477,triangle,blue,737,659,21063
477,pentagon,magenta,371,412,36506
477,quadrilateral,bright_green,1464,236,26932
478,quadrilateral,red,1285,327,29842
478,circle,yellow,993,74,27804
478,triangle,blue,755,642,20720
478,pentagon,magenta,345,430,36374
478,quadrilateral,bright_green,1469,199,26953
479,quadrilateral,red,1261,315,29856
479,circle,yellow,961,84,30464
479,triangle,blue,776,627,21025
479,pentagon,magenta,324,452,36548
479,quadrilateral,bright_green,1474,165,26651
480,quadrilateral,red,1237,303,29905
480,circle,yellow,931,96,32507
480,triangle,blue,799,613,21038
480,pentagon,magenta,308,474,36492
480,quadrilateral,bright_green,1476,203,26946
481,quadrilateral,red,1211,293,29974
481,circle,yellow,903,114,32981
481,triangle,blue,824,599,20869
481,pentagon,magenta,299,498,36546
481,quadrilateral,bright_green,1476,241,26881
482,quadrilateral,red,1183,283,29881
482,circle,yellow,877,134,32997
482,triangle,blue,851,587,20874
482,pentagon,magenta,293,522,36468
482,quadrilateral,bright_green,1478,279,27116
483,quadrilateral,red,1155,274,29936
483,circle,yellow,852,154,33059
483,triangle,blue,879,576,20871
483,pentagon,magenta,289,547,36410
483,quadrilateral,bright_green,1480,317,26991
484,quadrilateral,red,1125,267,29880
484,circle,yellow,828,175,33019
484,triangle,blue,908,564,20707
484,pentagon,magenta,287,571,36671
484,quadrilateral,bright_green,1482,355,26863
485,quadrilateral,red,1095,261,29819
485,circle,yellow,803,196,33006
485,triangle,blue,937,554,20824
485,pentagon,magenta,284,596,36463
485,quadrilateral,bright_green,1485,393,26813
486,quadrilateral,red,1063,257,29896
486,circle,yellow,779,217,32969
486,triangle,blue,967,543,20850
486,pentagon,magenta,286,621,36535
486,quadrilateral,bright_green,1488,431,26731
487,quadrilateral,red,1030,255,30030
487,circle,yellow,755,238,32995
487,triangle,blue,997,533,20908
487,pentagon,magenta,288,646,36458
487,quadrilateral,bright_green,1490,469,26957
488,quadrilateral,red,997,253,30023
488,circle,yellow,731,259,32972
488,triangle,blue,1027,523,20997
488,pentagon,magenta,292,671,36332
488,quadrilateral,bright_green,1493,507,26852
489,quadrilateral,red,965,252,29985
489,circle,yellow,713,281,32959
489,triangle,blue,1057,513,21071
489,pentagon,magenta,298,696,36470
489,quadrilateral,bright_green,1498,545,26943
490,quadrilateral,red,933,254,29974
490,circle,yellow,703,305,32977
490,triangle,blue,1087,502,20730
490,pentagon,magenta,305,720,36368
490,quadrilateral,bright_green,1504,583,26801
491,quadrilateral,red,907,266,29945
491,circle,yellow,693,329,32990
491,triangle,blue,1118,492,20756
491,pentagon,magenta,315,746,36611
491,quadrilateral,bright_green,1509,621,26870
492,quadrilateral,red,881,277,30040
492,circle,yellow,685,354,33019
492,triangle,blue,1149,481,20906
492,pentagon,magenta,329,770,36524
492,quadrilateral,bright_green,1515,659,26894
493,quadrilateral,red,855,288,29975
493,circle,yellow,683,379,32957
493,triangle,blue,1179,471,20971
493,pentagon,magenta,346,793,36338
493,quadrilateral,bright_green,1521,697,26940
494,pentagon,red,834,296,28267
494,circle,yellow,689,403,32939
494,triangle,blue,1210,460,20641
494,pentagon,magenta,368,816,36614
494,quadrilateral,bright_green,1526,735,26868
495,polygon,red,817,304,25446
495,circle,yellow,703,427,32941
495,triangle,blue,1242,452,20874
495,pentagon,magenta,393,836,36365
495,quadrilateral,bright_green,1532,773,26855
496,polygon,red,800,308,21793
496,circle,yellow,728,447,32996
496,triangle,blue,1274,442,20677
496,pentagon,magenta,425,854,36435
496,quadrilateral,bright_green,1538,810,27139
497,pentagon,red,775,305,17599
497,circle,yellow,764,462,33044
497,triangle,blue,1307,433,20854
497,pentagon,magenta,468,862,36356
497,quadrilateral,bright_green,1544,848,26926
498,pentagon,red,749,331,18987
498,circle,yellow,806,469,32947
498,triangle,blue,1340,424,20657
498,pentagon,magenta,513,860,36504
498,quadrilateral,bright_green,1550,886,26873
499,polygon,red,733,368,24143
499,circle,yellow,849,472,32976
499,triangle,blue,1373,416,20796
499,pentagon,magenta,556,852,36584
499,quadrilateral,bright_green,1557,895,26874
500,quadrilateral,red,729,398,29416
500,circle,yellow,893,473,32960
500,triangle,blue,1407,408,20713
500,pentagon,magenta,598,840,36466
500,quadrilateral,bright_green,1569,857,26820
501,quadrilateral,red,719,418,30051
501,circle,yellow,934,469,33003
501,triangle,blue,1441,401,21030
501,pentagon,magenta,639,828,36307
501,quadrilateral,bright_green,1579,821,27033
502,quadrilateral,red,707,436,29953
502,circle,yellow,968,453,33001
502,triangle,blue,1475,393,20982
502,pentagon,magenta,678,814,36504
502,quadrilateral,bright_green,1591,783,26960
503,quadrilateral,red,697,454,30049
503,circle,yellow,1002,437,33022
503,triangle,blue,1509,385,20906
503,pentagon,magenta,712,796,36378
503,quadrilateral,bright_green,1602,745,27070
504,quadrilateral,red,687,473,30034
504,circle,yellow,1031,418,33007
504,triangle,blue,1544,378,20668
504,pentagon,magenta,743,777,36317
504,quadrilateral,bright_green,1613,707,26886
505,quadrilateral,red,679,492,29985
505,circle,yellow,1050,396,33054
505,triangle,blue,1579,372,20834
505,pentagon,magenta,772,756,36383
505,quadrilateral,bright_green,1625,671,26886
506,quadrilateral,red,670,510,30078
506,circle,yellow,1061,372,33039
506,triangle,blue,1614,365,21020
506,pentagon,magenta,801,736,36398
506,quadrilateral,bright_green,1636,633,26850
507,quadrilateral,red,661,529,29969
507,circle,yellow,1066,347,33007
507,triangle,blue,1649,358,20845
507,pentagon,magenta,830,715,36388
507,quadrilateral,bright_green,1647,595,26780
508,quadrilateral,red,651,548,29988
508,circle,yellow,1067,322,32997
508,triangle,blue,1684,351,21046
508,pentagon,magenta,857,694,36553
508,quadrilateral,bright_green,1660,557,26797
509,quadrilateral,red,641,567,29994
509,circle,yellow,1065,297,32980
509,triangle,blue,1719,343,21019
509,pentagon,magenta,885,672,36412
509,quadrilateral,bright_green,1671,521,26818
510,quadrilateral,red,630,586,30119
510,circle,yellow,1059,273,33000
510,triangle,blue,1753,334,20782
510,pentagon,magenta,913,650,36450
510,pentagon,bright_green,1683,482,26918
511,quadrilateral,red,621,605,29968
511,circle,yellow,1050,248,33066
511,triangle,blue,1793,320,19192
511,pentagon,magenta,941,628,36392
511,quadrilateral,bright_green,1693,445,26771
512,quadrilateral,red,611,624,30005
512,circle,yellow,1039,224,33049
512,pentagon,blue,1832,309,17916
512,pentagon,magenta,969,606,36327
512,quadrilateral,bright_green,1702,407,26802
513,quadrilateral,red,601,643,30066
513,circle,yellow,1025,201,32970
513,pentagon,blue,1858,297,16561
513,pentagon,magenta,997,584,36478
513,quadrilateral,bright_green,1711,369,26697
514,quadrilateral,red,589,662,30005
514,circle,yellow,1009,178,32997
514,pentagon,blue,1872,279,14782
514,pentagon,magenta,1024,562,36354
514,quadrilateral,bright_green,1719,331,26712
515,quadrilateral,red,579,681,30008
515,circle,yellow,988,156,33065
515,pentagon,blue,1883,263,11835
515,pentagon,magenta,1051,540,36334
515,quadrilateral,bright_green,1728,295,26893
516,quadrilateral,red,568,700,30066
516,circle,yellow,964,135,33029
516,quadrilateral,blue,1889,248,9051
516,pentagon,magenta,1078,518,36472
516,quadrilateral,bright_green,1738,257,26983
517,quadrilateral,red,555,718,30035
517,circle,yellow,934,117,33006
517,pentagon,blue,1892,232,7490
517,pentagon,magenta,1106,496,36548
517,quadrilateral,bright_green,1752,225,26798
518,quadrilateral,red,539,736,30007
518,circle,yellow,899,102,32950
518,quadrilateral,blue,1891,213,7723
518,pentagon,magenta,1133,473,36267
518,quadrilateral,bright_green,1753,265,26875
519,quadrilateral,red,521,754,29969
519,circle,yellow,858,94,32310
519,quadrilateral,blue,1888,192,8656
519,pentagon,magenta,1161,450,36334
519,quadrilateral,bright_green,1753,303,27085
520,quadrilateral,red,502,771,30061
520,circle,yellow,814,93,32057
520,triangle,blue,1884,169,10013
520,pentagon,magenta,1188,428,36475
520,quadrilateral,bright_green,1754,341,27039
521,quadrilateral,red,481,788,29972
521,circle,yellow,770,93,32058
521,triangle,blue,1880,144,11687
521,pentagon,magenta,1217,406,36462
521,quadrilateral,bright_green,1756,379,27217
522,quadrilateral,red,460,805,30114
522,circle,yellow,728,95,32347
522,quadrilateral,blue,1876,120,13420
522,pentagon,magenta,1248,384,36480
522,quadrilateral,bright_green,1758,416,26818
523,quadrilateral,red,440,821,29995
523,circle,yellow,691,107,32965
523,pentagon,blue,1869,101,15192
523,pentagon,magenta,1279,362,36352
523,quadrilateral,bright_green,1760,455,26938
524,quadrilateral,red,418,838,30012
524,circle,yellow,655,121,32966
524,pentagon,blue,1859,86,16382
524,pentagon,magenta,1311,341,36232
524,quadrilateral,bright_green,1761,493,26951
525,quadrilateral,red,393,853,29995
525,circle,yellow,619,136,33012
525,pentagon,blue,1841,77,17840
525,pentagon,magenta,1347,322,36420
525,quadrilateral,bright_green,1762,531,26855
526,quadrilateral,red,367,867,30090
526,circle,yellow,584,150,33072
526,quadrilateral,blue,1816,69,17900
526,pentagon,magenta,1390,310,36483
526,quadrilateral,bright_green,1763,569,26814
527,quadrilateral,red,338,880,30064
527,circle,yellow,551,167,32983
527,quadrilateral,blue,1780,65,17282
527,pentagon,magenta,1439,304,36368
527,quadrilateral,bright_green,1763,607,26880
528,quadrilateral,red,307,891,30012
528,circle,yellow,520,185,33013
528,quadrilateral,blue,1743,69,17950
528,pentagon,magenta,1486,306,36511
528,quadrilateral,bright_green,1764,645,26812
529,quadrilateral,red,275,901,29988
529,circle,yellow,492,204,33034
529,quadrilateral,blue,1717,80,19062
529,pentagon,magenta,1531,318,36526
529,quadrilateral,bright_green,1764,683,27052
530,quadrilateral,red,242,909,30120
530,circle,yellow,468,225,33007
530,quadrilateral,blue,1696,95,20205
530,pentagon,magenta,1576,330,36434
530,quadrilateral,bright_green,1765,721,26925
531,quadrilateral,red,206,916,30051
531,circle,yellow,446,247,32995
531,quadrilateral,blue,1677,111,20510
531,pentagon,magenta,1621,342,36396
531,quadrilateral,bright_green,1764,759,26823
532,quadrilateral,red,169,919,30221
532,circle,yellow,429,269,32966
532,triangle,blue,1658,130,20693
532,pentagon,magenta,1665,356,36339
532,quadrilateral,bright_green,1765,797,26911
533,quadrilateral,red,136,915,30099
533,circle,yellow,418,294,33063
533,triangle,blue,1642,151,20998
533,pentagon,magenta,1708,371,36274
533,quadrilateral,bright_green,1765,834,26965
534,quadrilateral,red,124,895,30178
534,circle,yellow,409,318,32987
534,triangle,blue,1632,173,21056
534,pentagon,magenta,1749,388,36362
534,quadrilateral,bright_green,1766,873,26809
535,quadrilateral,red,124,874,29959
535,circle,yellow,401,342,32997
535,triangle,blue,1623,195,21033
535,pentagon,magenta,1785,408,36398
535,quadrilateral,bright_green,1769,873,26770
536,quadrilateral,red,124,853,30200
536,circle,yellow,396,367,33017
536,triangle,blue,1624,217,20922
536,pentagon,magenta,1809,434,36554
536,quadrilateral,bright_green,1776,835,26887
537,quadrilateral,red,126,832,30077
537,circle,yellow,407,391,32951
537,triangle,blue,1630,240,20867
537,pentagon,magenta,1827,460,35044
537,quadrilateral,bright_green,1783,797,26875
538,quadrilateral,red,126,810,30158
538,circle,yellow,418,415,33011
538,triangle,blue,1640,261,20813
538,circle,magenta,1832,488,34079
538,quadrilateral,bright_green,1791,761,26807
539,quadrilateral,red,127,789,30090
539,circle,yellow,436,437,32989
539,triangle,blue,1651,284,20780
539,pentagon,magenta,1834,517,33387
539,quadrilateral,bright_green,1801,723,26837
540,quadrilateral,red,128,768,30146
540,circle,yellow,469,454,32999
540,triangle,blue,1664,306,20829
540,pentagon,magenta,1837,545,32641
540,polygon,bright_green,1805,696,22178
541,quadrilateral,red,129,746,30045
541,circle,yellow,508,465,33009
541,triangle,blue,1680,327,21031
541,pentagon,magenta,1839,574,32078
541,pentagon,bright_green,1790,676,10731
542,quadrilateral,red,131,725,30125
542,circle,yellow,552,464,33058
542,triangle,blue,1698,347,20869
542,pentagon,magenta,1841,602,31183
542,triangle,bright_green,1741,639,2845
543,quadrilateral,red,132,704,30104
543,circle,yellow,588,451,33022
543,triangle,blue,1719,367,20939
543,pentagon,magenta,1843,632,30544
543,polygon,bright_green,1803,538,7715
544,quadrilateral,red,133,682,30032
544,circle,yellow,619,433,32951
544,triangle,blue,1741,387,21109
544,pentagon,magenta,1845,661,30234
544,polygon,bright_green,1826,520,17627
545,quadrilateral,red,134,660,30100
545,circle,yellow,646,414,33042
545,pentagon,blue,1751,394,16433
545,pentagon,magenta,1845,690,29904
545,quadrilateral,bright_green,1838,495,21758
546,quadrilateral,red,136,639,30127
546,circle,yellow,674,394,33035
546,pentagon,blue,1759,406,10694
546,pentagon,magenta,1844,719,30463
546,quadrilateral,bright_green,1843,457,20502
547,quadrilateral,red,137,617,30112
547,circle,yellow,701,375,32948
547,pentagon,blue,1792,479,6754
547,quadrilateral,blue,1814,337,672
547,pentagon,magenta,1841,748,31326
547,quadrilateral,bright_green,1848,419,19172
548,quadrilateral,red,138,595,30086
548,circle,yellow,707,350,32974
548,pentagon,blue,1834,490,12581
548,pentagon,magenta,1835,779,33193
548,quadrilateral,bright_green,1852,382,17944
549,quadrilateral,red,138,574,30041
549,circle,yellow,712,325,33002
549,pentagon,blue,1852,487,16512
549,pentagon,magenta,1826,807,34976
549,quadrilateral,bright_green,1857,344,16628
550,quadrilateral,red,138,552,29989
550,circle,yellow,719,301,32972
550,quadrilateral,blue,1869,493,15483
550,pentagon,magenta,1810,834,36287
550,quadrilateral,bright_green,1861,308,15513
551,quadrilateral,red,138,530,29976
551,circle,yellow,723,276,32986
551,triangle,blue,1881,517,11517
551,pentagon,magenta,1782,859,36212
551,quadrilateral,bright_green,1866,270,14299
552,quadrilateral,red,138,508,29982
552,circle,yellow,725,251,32940
552,triangle,blue,1889,550,6941
552,pentagon,magenta,1735,870,36397
552,quadrilateral,bright_green,1872,234,12461
553,quadrilateral,red,137,486,29990
553,circle,yellow,722,226,33042
553,triangle,blue,1898,584,3563
553,pentagon,magenta,1684,866,36383
553,quadrilateral,bright_green,1880,198,10349
554,quadrilateral,red,137,464,30018
554,circle,yellow,713,202,32993
554,triangle,blue,1906,618,1243
554,pentagon,magenta,1633,857,36369
554,polygon,bright_green,1887,162,8272
555,quadrilateral,red,136,442,30080
555,circle,yellow,704,178,33036
555,pentagon,magenta,1585,845,36301
555,quadrilateral,bright_green,1893,165,6573
556,quadrilateral,red,136,419,30178
556,circle,yellow,692,154,33027
556,pentagon,magenta,1540,828,36417
556,pentagon,bright_green,1898,205,5219
557,quadrilateral,red,134,397,30167
557,circle,yellow,678,130,33053
557,pentagon,magenta,1499,809,36269
557,pentagon,bright_green,1902,245,4058
558,quadrilateral,red,132,375,30128
558,circle,yellow,659,108,33002
558,pentagon,magenta,1459,788,36397
558,quadrilateral,bright_green,1906,288,2824
559,quadrilateral,red,131,353,30061
559,circle,yellow,636,91,31726
559,pentagon,magenta,1422,766,36378
559,triangle,bright_green,1908,333,2119
560,quadrilateral,red,129,330,29981
560,circle,yellow,606,79,29267
560,pentagon,magenta,1388,743,36588
560,pentagon,bright_green,1909,375,1583
561,quadrilateral,red,130,308,30000
561,circle,yellow,572,70,26742
561,pentagon,magenta,1355,718,36358
561,quadrilateral,bright_green,1911,420,1013
562,quadrilateral,red,134,285,30261
562,circle,yellow,535,63,24179
562,pentagon,magenta,1324,694,36416
562,quadrilateral,bright_green,1913,464,667
563,quadrilateral,red,141,263,30108
563,circle,yellow,498,56,21593
563,pentagon,magenta,1293,668,36355
564,quadrilateral,red,153,242,30012
564,circle,yellow,458,55,21225
564,pentagon,magenta,1267,642,36549
565,quadrilateral,red,172,222,30088
565,circle,yellow,415,57,22110
565,triangle,blue,1904,858,1729
565,pentagon,magenta,1240,615,36290
566,quadrilateral,red,197,204,29985
566,circle,yellow,374,62,23944
566,triangle,blue,1896,863,4129
566,pentagon,magenta,1214,588,36385
567,pentagon,red,223,196,27702
567,circle,yellow,342,71,27063
567,triangle,blue,1888,868,7761
567,pentagon,magenta,1192,560,36538
568,polygon,red,249,219,21876
568,circle,yellow,314,82,30062
568,triangle,blue,1878,875,12530
568,pentagon,magenta,1174,530,36359
569,pentagon,red,283,253,18244
569,circle,yellow,288,96,32443
569,quadrilateral,blue,1865,893,16558
569,pentagon,magenta,1157,501,36305
570,pentagon,red,318,262,19946
570,circle,yellow,266,115,33004
570,quadrilateral,blue,1847,914,19280
570,pentagon,magenta,1141,472,36540
571,polygon,red,343,266,23439
571,circle,yellow,248,138,33011
571,triangle,blue,1825,937,20914
571,pentagon,magenta,1124,442,36480
572,pentagon,red,362,276,26719
572,circle,yellow,234,162,33021
572,triangle,blue,1795,954,20673
572,pentagon,magenta,1110,412,36504
573,pentagon,red,375,292,28789
573,circle,yellow,224,186,33023
573,triangle,blue,1764,972,20762
573,pentagon,magenta,1096,381,36271
574,quadrilateral,red,385,311,29842
574,circle,yellow,215,210,32996
574,triangle,blue,1730,987,20843
574,pentagon,magenta,1083,350,36338
575,quadrilateral,red,396,333,30013
575,circle,yellow,207,235,32966
575,triangle,blue,1692,1001,21076
575,pentagon,magenta,1068,320,36397
576,quadrilateral,red,397,356,30037
576,circle,yellow,201,259,32965
576,triangle,blue,1654,1010,20805
576,pentagon,magenta,1054,290,36455
577,quadrilateral,red,396,379,30092
577,circle,yellow,194,284,33046
577,triangle,blue,1614,999,21023
577,pentagon,magenta,1037,260,36594
578,quadrilateral,red,395,403,30067
578,circle,yellow,187,308,32992
578,triangle,blue,1585,980,20746
578,pentagon,magenta,1018,230,36458
579,quadrilateral,red,394,426,30004
579,circle,yellow,180,333,33005
579,triangle,blue,1563,958,20737
579,pentagon,magenta,997,200,36491
580,quadrilateral,red,393,449,29965
580,circle,yellow,181,357,32968
580,triangle,blue,1547,935,21039
580,pentagon,magenta,969,173,36261
581,quadrilateral,red,391,473,30027
581,circle,yellow,187,382,33002
581,triangle,blue,1538,910,20767
581,pentagon,magenta,930,150,36395
582,quadrilateral,red,389,496,29990
582,circle,yellow,193,407,32962
582,triangle,blue,1530,885,20972
582,pentagon,magenta,875,145,36325
583,quadrilateral,red,387,520,30039
583,circle,yellow,199,431,32960
583,triangle,blue,1524,860,20729
583,pentagon,magenta,819,151,36345
584,quadrilateral,red,383,544,30056
584,circle,yellow,205,456,32965
584,triangle,blue,1528,835,20930
584,pentagon,magenta,763,158,36492
585,quadrilateral,red,382,567,29828
585,circle,yellow,211,481,32967
585,triangle,blue,1538,810,20747
585,pentagon,magenta,707,164,36385
586,quadrilateral,red,380,589,29389
586,circle,yellow,216,505,32995
586,triangle,blue,1550,786,20822
586,pentagon,magenta,652,172,36419
587,quadrilateral,red,380,614,28860
587,circle,yellow,223,530,32982
587,triangle,blue,1571,763,20966
587,pentagon,magenta,599,184,36401
588,pentagon,red,381,640,27792
588,circle,yellow,232,554,33031
588,triangle,blue,1596,742,20831
588,pentagon,magenta,550,200,36457
589,pentagon,red,383,666,26835
589,circle,yellow,242,578,33018
589,triangle,blue,1624,722,20900
589,pentagon,magenta,503,220,36497
590,polygon,red,387,693,25585
590,circle,yellow,254,602,33009
590,triangle,blue,1654,702,20753
590,pentagon,magenta,459,241,36355
591,polygon,red,392,719,24456
591,circle,yellow,268,626,33015
591,triangle,blue,1686,683,20899
591,pentagon,magenta,419,264,36406
592,polygon,red,401,745,23304
592,circle,yellow,286,649,32970
592,triangle,blue,1717,665,21059
592,pentagon,magenta,381,288,36376
593,polygon,red,416,771,22426
593,circle,yellow,307,670,32977
593,triangle,blue,1748,646,20944
593,pentagon,magenta,343,314,36608
594,polygon,red,431,798,21041
594,circle,yellow,335,689,32958
594,triangle,blue,1777,625,20894
594,pentagon,magenta,304,338,36487
595,polygon,red,445,829,19526
595,circle,yellow,372,703,32990
595,triangle,blue,1806,605,20918
595,pentagon,magenta,273,366,36501
596,pentagon,red,461,856,18782
596,circle,yellow,414,711,32972
596,quadrilateral,blue,1832,584,20599
596,pentagon,magenta,249,395,36645
597,pentagon,red,487,873,19245
597,circle,yellow,457,717,32951
597,quadrilateral,blue,1852,559,18702
597,pentagon,magenta,227,426,36614
598,pentagon,red,525,881,19908
598,circle,yellow,498,721,32988
598,quadrilateral,blue,1867,535,15958
598,pentagon,magenta,204,456,36460
599,pentagon,red,570,874,22435
599,circle,yellow,536,708,33006
599,triangle,blue,1879,513,12293
599,pentagon,magenta,186,488,36691
600,pentagon,red,610,865,23872
600,circle,yellow,573,695,32947
600,triangle,blue,1886,499,8651
600,pentagon,magenta,173,520,36655
601,pentagon,red,646,848,24785
601,circle,yellow,602,677,32994
601,triangle,blue,1891,484,6173
601,pentagon,magenta,166,552,36483
602,quadrilateral,red,676,826,25836
602,circle,yellow,621,654,32964
602,triangle,blue,1895,466,4568
602,pentagon,magenta,163,586,36597
603,polygon,red,696,802,26340
603,circle,yellow,631,630,32968
603,triangle,blue,1897,443,3885
603,pentagon,magenta,168,619,36358
604,pentagon,red,711,777,27297
604,circle,yellow,635,605,32962
604,triangle,blue,1897,417,3917
604,pentagon,magenta,179,652,36487
605,pentagon,red,725,751,28088
605,circle,yellow,634,580,33009
605,triangle,blue,1890,381,6617
605,pentagon,magenta,197,684,36596
606,pentagon,red,735,725,28730
606,circle,yellow,629,556,32989
606,triangle,blue,1881,343,11283
606,pentagon,magenta,219,714,36440
607,pentagon,red,742,699,29360
607,circle,yellow,621,531,32949
607,quadrilateral,blue,1868,317,15630
607,pentagon,magenta,250,744,36594
608,pentagon,red,749,673,29901
608,circle,yellow,609,507,32997
608,quadrilateral,blue,1851,298,18711
608,pentagon,magenta,296,764,36450
609,quadrilateral,red,754,648,30078
609,circle,yellow,593,484,32977
609,quadrilateral,blue,1828,281,20674
609,pentagon,magenta,352,776,36414
610,quadrilateral,red,759,623,29993
610,circle,yellow,570,463,33005
610,triangle,blue,1796,262,20709
610,pentagon,magenta,409,786,36418
611,quadrilateral,red,765,598,29946
611,circle,yellow,540,445,32984
611,triangle,blue,1759,245,20884
611,pentagon,magenta,468,784,36356
612,quadrilateral,red,769,573,30001
612,circle,yellow,506,429,33001
612,triangle,blue,1721,229,20864
612,pentagon,magenta,528,780,36432
613,quadrilateral,red,771,548,29997
613,circle,yellow,470,414,33034
613,triangle,blue,1681,214,20680
613,pentagon,magenta,585,770,36424
614,quadrilateral,red,772,523,29978
614,circle,yellow,435,399,32972
614,triangle,blue,1640,204,20687
614,pentagon,magenta,637,752,36453
615,quadrilateral,red,775,498,30026
615,circle,yellow,392,399,32979
615,triangle,blue,1595,213,20826
615,pentagon,magenta,686,732,36404
616,quadrilateral,red,777,473,30060
616,circle,yellow,348,399,33027
616,triangle,blue,1550,223,21078
616,pentagon,magenta,733,710,36303
617,quadrilateral,red,779,448,30007
617,circle,yellow,305,406,33013
617,triangle,blue,1504,232,20737
617,pentagon,magenta,777,688,36548
618,quadrilateral,red,781,423,30008
618,circle,yellow,270,420,33041
618,triangle,blue,1465,247,20905
618,pentagon,magenta,821,664,36524
619,quadrilateral,red,785,397,30026
619,circle,yellow,239,438,32983
619,triangle,blue,1432,267,20874
619,pentagon,magenta,863,638,36340
620,quadrilateral,red,787,372,29993
620,circle,yellow,213,458,32972
620,triangle,blue,1403,289,20998
620,pentagon,magenta,903,612,36363
621,quadrilateral,red,791,347,29903
621,circle,yellow,190,479,32991
621,triangle,blue,1376,312,20796
621,pentagon,magenta,943,586,36350
